datetime,1B-VAV3-DischargeAirflow
2021-08-22 09:30:00,104.58
2021-08-22 09:45:00,106.61
2021-08-22 10:00:00,105.88
2021-08-22 10:15:00,106.48
2021-08-22 10:30:00,105.86
2021-08-22 10:45:00,105.23
2021-08-22 11:00:00,105.75
2021-08-22 11:15:00,105.64
2021-08-22 11:30:00,105.28
2021-08-22 11:45:00,105.38
2021-08-22 12:00:00,206.0
2021-08-22 12:15:00,235.0
2021-08-22 12:30:00,318.0
2021-08-22 12:45:00,315.0
2021-08-22 13:00:00,331.0
2021-08-22 13:15:00,408.0
2021-08-22 13:30:00,367.0
2021-08-22 13:45:00,315.0
2021-08-22 14:00:00,227.0
2021-08-22 14:15:00,103.33
2021-08-22 14:30:00,105.47
2021-08-22 14:45:00,105.58
2021-08-22 15:00:00,105.36
2021-08-22 15:15:00,174.0
2021-08-22 15:30:00,248.0
2021-08-22 15:45:00,239.0
2021-08-22 16:00:00,218.0
2021-08-22 16:15:00,204.0
2021-08-22 16:30:00,225.0
2021-08-22 16:45:00,221.0
2021-08-22 17:00:00,180.0
2021-08-22 17:15:00,164.0
2021-08-22 17:30:00,141.43
2021-08-22 17:45:00,109.88
2021-08-22 18:00:00,105.45
2021-08-22 18:15:00,357.0
2021-08-22 18:30:00,372.0
2021-08-22 18:45:00,385.0
2021-08-22 19:00:00,235.0
2021-08-22 19:15:00,122.46
2021-08-22 19:30:00,98.14
2021-08-22 19:45:00,107.1
2021-08-22 20:00:00,104.14
2021-08-22 20:15:00,105.3
2021-08-22 20:30:00,106.12
2021-08-22 20:45:00,106.18
2021-08-22 21:00:00,105.19
2021-08-22 21:15:00,105.28
2021-08-22 21:30:00,104.84
2021-08-22 21:45:00,105.21
2021-08-22 22:00:00,105.88
2021-08-22 22:15:00,105.36
2021-08-22 22:30:00,104.86
2021-08-22 22:45:00,106.55
2021-08-22 23:00:00,106.8
2021-08-22 23:15:00,103.0
2021-08-22 23:30:00,103.77
2021-08-22 23:45:00,103.11
2021-08-23 00:00:00,103.57
2021-08-23 00:15:00,104.54
2021-08-23 00:30:00,104.75
2021-08-23 00:45:00,104.54
2021-08-23 01:00:00,104.36
2021-08-23 01:15:00,105.3
2021-08-23 01:30:00,103.68
2021-08-23 01:45:00,105.13
2021-08-23 02:00:00,104.78
2021-08-23 02:15:00,105.64
2021-08-23 02:30:00,105.95
2021-08-23 02:45:00,104.21
2021-08-23 03:00:00,104.69
2021-08-23 03:15:00,105.06
2021-08-23 03:30:00,104.93
2021-08-23 03:45:00,105.38
2021-08-23 04:00:00,104.71
2021-08-23 04:15:00,105.1
2021-08-23 04:30:00,105.47
2021-08-23 04:45:00,104.3
2021-08-23 05:00:00,104.49
2021-08-23 05:15:00,103.99
2021-08-23 05:30:00,104.25
2021-08-23 05:45:00,105.19
2021-08-23 06:00:00,105.06
2021-08-23 06:15:00,103.42
2021-08-23 06:30:00,103.86
2021-08-23 06:45:00,103.33
2021-08-23 07:00:00,104.54
2021-08-23 07:15:00,278.0
2021-08-23 07:30:00,360.0
2021-08-23 07:45:00,408.0
2021-08-23 08:00:00,171.0
2021-08-23 08:15:00,71.26
2021-08-23 08:30:00,100.89
2021-08-23 08:45:00,105.54
2021-08-23 09:00:00,106.29
2021-08-23 09:15:00,105.45
2021-08-23 09:30:00,105.6
2021-08-23 09:45:00,105.43
2021-08-23 10:00:00,106.4
2021-08-23 10:15:00,104.67
2021-08-23 10:30:00,104.6
2021-08-23 10:45:00,104.01
2021-08-23 11:00:00,104.78
2021-08-23 11:15:00,103.97
2021-08-23 11:30:00,102.62
2021-08-23 11:45:00,107.4
2021-08-23 12:00:00,166.0
2021-08-23 12:15:00,208.0
2021-08-23 12:30:00,266.0
2021-08-23 12:45:00,333.0
2021-08-23 13:00:00,385.0
2021-08-23 13:15:00,364.0
2021-08-23 13:30:00,335.0
2021-08-23 13:45:00,295.0
2021-08-23 14:00:00,246.0
2021-08-23 14:15:00,103.86
2021-08-23 14:30:00,104.93
2021-08-23 14:45:00,106.14
2021-08-23 15:00:00,105.47
2021-08-23 15:15:00,105.8
2021-08-23 15:30:00,105.38
2021-08-23 15:45:00,105.8
2021-08-23 16:00:00,104.8
2021-08-23 16:15:00,104.82
2021-08-23 16:30:00,106.72
2021-08-23 16:45:00,105.6
2021-08-23 17:00:00,105.52
2021-08-23 17:15:00,105.0
2021-08-23 17:30:00,104.34
2021-08-23 17:45:00,106.1
2021-08-23 18:00:00,104.82
2021-08-23 18:15:00,342.0
2021-08-23 18:30:00,254.0
2021-08-23 18:45:00,123.17
2021-08-23 19:00:00,114.39
2021-08-23 19:15:00,101.84
2021-08-23 19:30:00,103.46
2021-08-23 19:45:00,103.97
2021-08-23 20:00:00,103.33
2021-08-23 20:15:00,103.99
2021-08-23 20:30:00,103.86
2021-08-23 20:45:00,103.57
2021-08-23 21:00:00,103.9
2021-08-23 21:15:00,103.99
2021-08-23 21:30:00,104.04
2021-08-23 21:45:00,104.52
2021-08-23 22:00:00,105.45
2021-08-23 22:15:00,104.45
2021-08-23 22:30:00,104.04
2021-08-23 22:45:00,104.47
2021-08-23 23:00:00,105.23
2021-08-23 23:15:00,103.79
2021-08-23 23:30:00,104.36
2021-08-23 23:45:00,105.28
2021-08-24 00:00:00,105.0
2021-08-24 00:15:00,104.14
2021-08-24 00:30:00,105.13
2021-08-24 00:45:00,104.56
2021-08-24 01:00:00,104.69
2021-08-24 01:15:00,104.21
2021-08-24 01:30:00,104.84
2021-08-24 01:45:00,104.67
2021-08-24 02:00:00,104.54
2021-08-24 02:15:00,104.27
2021-08-24 02:30:00,103.81
2021-08-24 02:45:00,104.71
2021-08-24 03:00:00,105.36
2021-08-24 03:15:00,103.88
2021-08-24 03:30:00,105.64
2021-08-24 03:45:00,103.81
2021-08-24 04:00:00,104.08
2021-08-24 04:15:00,103.77
2021-08-24 04:30:00,104.19
2021-08-24 04:45:00,105.38
2021-08-24 05:00:00,104.04
2021-08-24 05:15:00,104.49
2021-08-24 05:30:00,104.32
2021-08-24 05:45:00,104.1
2021-08-24 06:00:00,104.84
2021-08-24 06:15:00,104.69
2021-08-24 06:30:00,105.06
2021-08-24 06:45:00,103.59
2021-08-24 07:00:00,105.52
2021-08-24 07:15:00,291.0
2021-08-24 07:30:00,363.0
2021-08-24 07:45:00,371.0
2021-08-24 08:00:00,389.0
2021-08-24 08:15:00,75.97
2021-08-24 08:30:00,104.52
2021-08-24 08:45:00,111.3
2021-08-24 09:00:00,105.25
2021-08-24 09:15:00,105.95
2021-08-24 09:30:00,104.69
2021-08-24 09:45:00,104.45
2021-08-24 10:00:00,105.13
2021-08-24 10:15:00,105.08
2021-08-24 10:30:00,104.8
2021-08-24 10:45:00,104.43
2021-08-24 11:00:00,104.93
2021-08-24 11:15:00,102.91
2021-08-24 11:30:00,185.0
2021-08-24 11:45:00,228.0
2021-08-24 12:00:00,315.0
2021-08-24 12:15:00,354.0
2021-08-24 12:30:00,393.0
2021-08-24 12:45:00,405.0
2021-08-24 13:00:00,387.0
2021-08-24 13:15:00,381.0
2021-08-24 13:30:00,387.0
2021-08-24 13:45:00,402.0
2021-08-24 14:00:00,451.0
2021-08-24 14:15:00,396.0
2021-08-24 14:30:00,387.0
2021-08-24 14:45:00,282.0
2021-08-24 15:00:00,207.0
2021-08-24 15:15:00,200.0
2021-08-24 15:30:00,178.0
2021-08-24 15:45:00,192.0
2021-08-24 16:00:00,176.0
2021-08-24 16:15:00,171.0
2021-08-24 16:30:00,161.21
2021-08-24 16:45:00,155.93
2021-08-24 17:00:00,144.77
2021-08-24 17:15:00,139.39
2021-08-24 17:30:00,161.12
2021-08-24 17:45:00,173.0
2021-08-24 18:00:00,175.0
2021-08-24 18:15:00,160.35
2021-08-24 18:30:00,166.0
2021-08-24 18:45:00,173.0
2021-08-24 19:00:00,215.0
2021-08-24 19:15:00,291.0
2021-08-24 19:30:00,201.0
2021-08-24 19:45:00,127.61
2021-08-24 20:00:00,105.38
2021-08-24 20:15:00,103.48
2021-08-24 20:30:00,103.13
2021-08-24 20:45:00,104.01
2021-08-24 21:00:00,103.06
2021-08-24 21:15:00,104.3
2021-08-24 21:30:00,104.14
2021-08-24 21:45:00,103.38
2021-08-24 22:00:00,104.34
2021-08-24 22:15:00,104.41
2021-08-24 22:30:00,103.86
2021-08-24 22:45:00,103.26
2021-08-24 23:00:00,103.84
2021-08-24 23:15:00,102.64
2021-08-24 23:30:00,104.12
2021-08-24 23:45:00,103.73
2021-08-25 00:00:00,104.3
2021-08-25 00:15:00,102.86
2021-08-25 00:30:00,103.0
2021-08-25 00:45:00,103.44
2021-08-25 01:00:00,105.28
2021-08-25 01:15:00,104.25
2021-08-25 01:30:00,103.79
2021-08-25 01:45:00,103.66
2021-08-25 02:00:00,103.88
2021-08-25 02:15:00,103.97
2021-08-25 02:30:00,104.41
2021-08-25 02:45:00,105.23
2021-08-25 03:00:00,104.56
2021-08-25 03:15:00,103.95
2021-08-25 03:30:00,104.27
2021-08-25 03:45:00,103.42
2021-08-25 04:00:00,104.1
2021-08-25 04:15:00,103.95
2021-08-25 04:30:00,103.81
2021-08-25 04:45:00,104.3
2021-08-25 05:00:00,104.97
2021-08-25 05:15:00,104.45
2021-08-25 05:30:00,105.04
2021-08-25 05:45:00,103.97
2021-08-25 06:00:00,103.95
2021-08-25 06:15:00,104.67
2021-08-25 06:30:00,104.23
2021-08-25 06:45:00,104.63
2021-08-25 07:00:00,103.64
2021-08-25 07:15:00,278.0
2021-08-25 07:30:00,257.0
2021-08-25 07:45:00,398.0
2021-08-25 08:00:00,409.0
2021-08-25 08:15:00,107.72
2021-08-25 08:30:00,110.25
2021-08-25 08:45:00,102.31
2021-08-25 09:00:00,106.93
2021-08-25 09:15:00,106.05
2021-08-25 09:30:00,104.93
2021-08-25 09:45:00,105.62
2021-08-25 10:00:00,104.52
2021-08-25 10:15:00,104.38
2021-08-25 10:30:00,104.86
2021-08-25 10:45:00,104.34
2021-08-25 11:00:00,103.95
2021-08-25 11:15:00,104.01
2021-08-25 11:30:00,103.62
2021-08-25 11:45:00,157.43
2021-08-25 12:00:00,252.0
2021-08-25 12:15:00,306.0
2021-08-25 12:30:00,373.0
2021-08-25 12:45:00,351.0
2021-08-25 13:00:00,379.0
2021-08-25 13:15:00,377.0
2021-08-25 13:30:00,315.0
2021-08-25 13:45:00,358.0
2021-08-25 14:00:00,300.0
2021-08-25 14:15:00,255.0
2021-08-25 14:30:00,257.0
2021-08-25 14:45:00,339.0
2021-08-25 15:00:00,431.0
2021-08-25 15:15:00,403.0
2021-08-25 15:30:00,409.0
2021-08-25 15:45:00,378.0
2021-08-25 16:00:00,354.0
2021-08-25 16:15:00,355.0
2021-08-25 16:30:00,323.0
2021-08-25 16:45:00,333.0
2021-08-25 17:00:00,328.0
2021-08-25 17:15:00,303.0
2021-08-25 17:30:00,294.0
2021-08-25 17:45:00,294.0
2021-08-25 18:00:00,297.0
2021-08-25 18:15:00,372.0
2021-08-25 18:30:00,388.0
2021-08-25 18:45:00,378.0
2021-08-25 19:00:00,289.0
2021-08-25 19:15:00,143.61
2021-08-25 19:30:00,102.91
2021-08-25 19:45:00,106.4
2021-08-25 20:00:00,105.9
2021-08-25 20:15:00,106.78
2021-08-25 20:30:00,106.4
2021-08-25 20:45:00,106.33
2021-08-25 21:00:00,107.1
2021-08-25 21:15:00,106.07
2021-08-25 21:30:00,106.18
2021-08-25 21:45:00,106.25
2021-08-25 22:00:00,106.59
2021-08-25 22:15:00,106.7
2021-08-25 22:30:00,106.53
2021-08-25 22:45:00,103.53
2021-08-25 23:00:00,104.27
2021-08-25 23:15:00,103.51
2021-08-25 23:30:00,104.64
2021-08-25 23:45:00,103.93
2021-08-26 00:00:00,103.46
2021-08-26 00:15:00,105.13
2021-08-26 00:30:00,104.25
2021-08-26 00:45:00,105.69
2021-08-26 01:00:00,104.45
2021-08-26 01:15:00,104.12
2021-08-26 01:30:00,104.91
2021-08-26 01:45:00,104.12
2021-08-26 02:00:00,104.89
2021-08-26 02:15:00,104.21
2021-08-26 02:30:00,104.45
2021-08-26 02:45:00,104.91
2021-08-26 03:00:00,104.8
2021-08-26 03:15:00,104.01
2021-08-26 03:30:00,104.47
2021-08-26 03:45:00,104.49
2021-08-26 04:00:00,104.58
2021-08-26 04:15:00,105.17
2021-08-26 04:30:00,105.69
2021-08-26 04:45:00,105.1
2021-08-26 05:00:00,103.7
2021-08-26 05:15:00,105.69
2021-08-26 05:30:00,105.41
2021-08-26 05:45:00,104.86
2021-08-26 06:00:00,105.13
2021-08-26 06:15:00,104.34
2021-08-26 06:30:00,106.33
2021-08-26 06:45:00,105.25
2021-08-26 07:00:00,105.71
2021-08-26 07:15:00,279.0
2021-08-26 07:30:00,263.0
2021-08-26 07:45:00,408.0
2021-08-26 08:00:00,253.0
2021-08-26 08:15:00,324.0
2021-08-26 08:30:00,83.71
2021-08-26 08:45:00,105.82
2021-08-26 09:00:00,108.9
2021-08-26 09:15:00,102.64
2021-08-26 09:30:00,104.8
2021-08-26 09:45:00,104.05
2021-08-26 10:00:00,103.68
2021-08-26 10:15:00,248.0
2021-08-26 10:30:00,265.0
2021-08-26 10:45:00,186.0
2021-08-26 11:00:00,159.38
2021-08-26 11:15:00,182.0
2021-08-26 11:30:00,203.0
2021-08-26 11:45:00,235.0
2021-08-26 12:00:00,262.0
2021-08-26 12:15:00,292.0
2021-08-26 12:30:00,351.0
2021-08-26 12:45:00,415.0
2021-08-26 13:00:00,381.0
2021-08-26 13:15:00,398.0
2021-08-26 13:30:00,360.56
2021-08-26 13:45:00,407.0
2021-08-26 14:00:00,398.0
2021-08-26 14:15:00,98.82
2021-08-26 14:30:00,102.66
2021-08-26 14:45:00,106.27
2021-08-26 15:00:00,106.25
2021-08-26 15:15:00,105.13
2021-08-26 15:30:00,204.0
2021-08-26 15:45:00,237.0
2021-08-26 16:00:00,222.0
2021-08-26 16:15:00,203.0
2021-08-26 16:30:00,158.26
2021-08-26 16:45:00,176.0
2021-08-26 17:00:00,174.0
2021-08-26 17:15:00,150.11
2021-08-26 17:30:00,135.05
2021-08-26 17:45:00,119.81
2021-08-26 18:00:00,106.93
2021-08-26 18:15:00,319.0
2021-08-26 18:30:00,322.0
2021-08-26 18:45:00,200.0
2021-08-26 19:00:00,166.0
2021-08-26 19:15:00,124.68
2021-08-26 19:30:00,108.84
2021-08-26 19:45:00,104.38
2021-08-26 20:00:00,104.19
2021-08-26 20:15:00,103.75
2021-08-26 20:30:00,102.66
2021-08-26 20:45:00,105.08
2021-08-26 21:00:00,104.05
2021-08-26 21:15:00,106.78
2021-08-26 21:30:00,105.25
2021-08-26 21:45:00,105.82
2021-08-26 22:00:00,104.45
2021-08-26 22:15:00,104.63
2021-08-26 22:30:00,103.97
2021-08-26 22:45:00,105.6
2021-08-26 23:00:00,104.6
2021-08-26 23:15:00,103.7
2021-08-26 23:30:00,103.44
2021-08-26 23:45:00,105.08
2021-08-27 00:00:00,105.19
2021-08-27 00:15:00,105.45
2021-08-27 00:30:00,104.71
2021-08-27 00:45:00,105.06
2021-08-27 01:00:00,104.71
2021-08-27 01:15:00,104.75
2021-08-27 01:30:00,104.56
2021-08-27 01:45:00,104.97
2021-08-27 02:00:00,103.59
2021-08-27 02:15:00,103.66
2021-08-27 02:30:00,105.45
2021-08-27 02:45:00,104.58
2021-08-27 03:00:00,105.36
2021-08-27 03:15:00,105.14
2021-08-27 03:30:00,104.73
2021-08-27 03:45:00,104.14
2021-08-27 04:00:00,104.38
2021-08-27 04:15:00,104.54
2021-08-27 04:30:00,105.58
2021-08-27 04:45:00,105.06
2021-08-27 05:00:00,104.82
2021-08-27 05:15:00,105.66
2021-08-27 05:30:00,103.86
2021-08-27 05:45:00,105.41
2021-08-27 06:00:00,104.67
2021-08-27 06:15:00,104.08
2021-08-27 06:30:00,104.52
2021-08-27 06:45:00,104.54
2021-08-27 07:00:00,104.84
2021-08-27 07:15:00,80.58
2021-08-27 07:30:00,80.66
2021-08-27 07:45:00,78.92
2021-08-27 08:00:00,104.73
2021-08-27 08:15:00,104.23
2021-08-27 08:30:00,106.42
2021-08-27 08:45:00,106.95
2021-08-27 09:00:00,105.1
2021-08-27 09:15:00,105.62
2021-08-27 09:30:00,106.46
2021-08-27 09:45:00,106.5
2021-08-27 10:00:00,105.86
2021-08-27 10:15:00,324.0
2021-08-27 10:30:00,403.0
2021-08-27 10:45:00,319.0
2021-08-27 11:00:00,283.0
2021-08-27 11:15:00,271.0
2021-08-27 11:30:00,308.0
2021-08-27 11:45:00,350.0
2021-08-27 12:00:00,402.0
2021-08-27 12:15:00,381.0
2021-08-27 12:30:00,409.0
2021-08-27 12:45:00,
2021-08-27 13:00:00,
2021-08-27 13:15:00,
2021-08-27 13:30:00,
2021-08-27 13:45:00,
2021-08-27 14:00:00,
2021-08-27 14:15:00,
2021-08-27 14:30:00,
2021-08-27 14:45:00,
2021-08-27 15:00:00,
2021-08-27 15:15:00,
2021-08-27 15:30:00,
2021-08-27 15:45:00,
2021-08-27 16:00:00,
2021-08-27 16:15:00,
2021-08-27 16:30:00,
2021-08-27 16:45:00,
2021-08-27 17:00:00,
2021-08-27 17:15:00,
2021-08-27 17:30:00,
2021-08-27 17:45:00,
2021-08-27 18:00:00,
2021-08-27 18:15:00,
2021-08-27 18:30:00,
2021-08-27 18:45:00,
2021-08-27 19:00:00,
2021-08-27 19:15:00,
2021-08-27 19:30:00,
2021-08-27 19:45:00,
2021-08-27 20:00:00,121.76
2021-08-27 20:15:00,121.51
2021-08-27 20:30:00,118.11
2021-08-27 20:45:00,115.17
2021-08-27 21:00:00,114.48
2021-08-27 21:15:00,106.29
2021-08-27 21:30:00,104.64
2021-08-27 21:45:00,104.49
2021-08-27 22:00:00,104.04
2021-08-27 22:15:00,105.0
2021-08-27 22:30:00,104.91
2021-08-27 22:45:00,105.06
2021-08-27 23:00:00,104.78
2021-08-27 23:15:00,105.43
2021-08-27 23:30:00,104.89
2021-08-27 23:45:00,105.71
2021-08-28 00:00:00,103.62
2021-08-28 00:15:00,105.32
2021-08-28 00:30:00,103.42
2021-08-28 00:45:00,105.56
2021-08-28 01:00:00,103.93
2021-08-28 01:15:00,104.95
2021-08-28 01:30:00,104.6
2021-08-28 01:45:00,105.49
2021-08-28 02:00:00,104.86
2021-08-28 02:15:00,103.99
2021-08-28 02:30:00,104.58
2021-08-28 02:45:00,104.89
2021-08-28 03:00:00,105.45
2021-08-28 03:15:00,105.02
2021-08-28 03:30:00,104.75
2021-08-28 03:45:00,104.71
2021-08-28 04:00:00,104.21
2021-08-28 04:15:00,104.73
2021-08-28 04:30:00,104.69
2021-08-28 04:45:00,103.68
2021-08-28 05:00:00,104.05
2021-08-28 05:15:00,104.69
2021-08-28 05:30:00,105.17
2021-08-28 05:45:00,105.32
2021-08-28 06:00:00,104.27
2021-08-28 06:15:00,104.16
2021-08-28 06:30:00,104.58
2021-08-28 06:45:00,104.52
2021-08-28 07:00:00,104.6
2021-08-28 07:15:00,104.58
2021-08-28 07:30:00,104.54
2021-08-28 07:45:00,104.47
2021-08-28 08:00:00,104.34
2021-08-28 08:15:00,105.21
2021-08-28 08:30:00,104.97
2021-08-28 08:45:00,105.14
2021-08-28 09:00:00,104.41
2021-08-28 09:15:00,104.95
2021-08-28 09:30:00,103.9
2021-08-28 09:45:00,163.48
2021-08-28 10:00:00,253.0
2021-08-28 10:15:00,462.0
2021-08-28 10:30:00,398.0
2021-08-28 10:45:00,391.0
2021-08-28 11:00:00,314.0
2021-08-28 11:15:00,309.0
2021-08-28 11:30:00,271.0
2021-08-28 11:45:00,320.0
2021-08-28 12:00:00,370.0
2021-08-28 12:15:00,389.0
2021-08-28 12:30:00,404.0
2021-08-28 12:45:00,396.0
2021-08-28 13:00:00,400.0
2021-08-28 13:15:00,401.0
2021-08-28 13:30:00,384.0
2021-08-28 13:45:00,406.0
2021-08-28 14:00:00,385.0
2021-08-28 14:15:00,108.46
2021-08-28 14:30:00,110.39
2021-08-28 14:45:00,104.34
2021-08-28 15:00:00,140.56
2021-08-28 15:15:00,267.0
2021-08-28 15:30:00,242.0
2021-08-28 15:45:00,240.0
2021-08-28 16:00:00,218.0
2021-08-28 16:15:00,200.0
2021-08-28 16:30:00,209.0
2021-08-28 16:45:00,216.0
2021-08-28 17:00:00,197.0
2021-08-28 17:15:00,177.0
2021-08-28 17:30:00,171.0
2021-08-28 17:45:00,158.03
2021-08-28 18:00:00,148.44
2021-08-28 18:15:00,290.0
2021-08-28 18:30:00,267.0
2021-08-28 18:45:00,206.0
2021-08-28 19:00:00,184.0
2021-08-28 19:15:00,143.58
2021-08-28 19:30:00,123.64
2021-08-28 19:45:00,120.0
2021-08-28 20:00:00,104.36
2021-08-28 20:15:00,103.66
2021-08-28 20:30:00,105.08
2021-08-28 20:45:00,105.17
2021-08-28 21:00:00,104.52
2021-08-28 21:15:00,105.34
2021-08-28 21:30:00,104.52
2021-08-28 21:45:00,104.47
2021-08-28 22:00:00,104.23
2021-08-28 22:15:00,105.25
2021-08-28 22:30:00,105.8
2021-08-28 22:45:00,105.56
2021-08-28 23:00:00,105.47
2021-08-28 23:15:00,105.28
2021-08-28 23:30:00,103.79
2021-08-28 23:45:00,103.95
2021-08-29 00:00:00,103.73
2021-08-29 00:15:00,104.45
2021-08-29 00:30:00,105.17
2021-08-29 00:45:00,105.73
2021-08-29 01:00:00,104.91
2021-08-29 01:15:00,105.17
2021-08-29 01:30:00,104.23
2021-08-29 01:45:00,108.33
2021-08-29 02:00:00,102.86
2021-08-29 02:15:00,103.75
2021-08-29 02:30:00,105.28
2021-08-29 02:45:00,105.64
2021-08-29 03:00:00,105.43
2021-08-29 03:15:00,105.64
2021-08-29 03:30:00,106.68
2021-08-29 03:45:00,106.14
2021-08-29 04:00:00,106.27
2021-08-29 04:15:00,104.08
2021-08-29 04:30:00,103.73
2021-08-29 04:45:00,103.38
2021-08-29 05:00:00,103.26
2021-08-29 05:15:00,103.97
2021-08-29 05:30:00,102.75
2021-08-29 05:45:00,105.34
2021-08-29 06:00:00,105.9
2021-08-29 06:15:00,106.25
2021-08-29 06:30:00,106.05
2021-08-29 06:45:00,104.45
2021-08-29 07:00:00,105.97
2021-08-29 07:15:00,79.0
2021-08-29 07:30:00,79.78
2021-08-29 07:45:00,85.89
2021-08-29 08:00:00,106.48
2021-08-29 08:15:00,106.01
2021-08-29 08:30:00,106.25
2021-08-29 08:45:00,106.98
2021-08-29 09:00:00,106.18
2021-08-29 09:15:00,105.95
2021-08-29 09:30:00,105.77
2021-08-29 09:45:00,106.27
2021-08-29 10:00:00,106.2
2021-08-29 10:15:00,318.0
2021-08-29 10:30:00,400.0
2021-08-29 10:45:00,328.0
2021-08-29 11:00:00,251.0
2021-08-29 11:15:00,232.0
2021-08-29 11:30:00,238.0
2021-08-29 11:45:00,257.0
2021-08-29 12:00:00,314.0
2021-08-29 12:15:00,292.0
2021-08-29 12:30:00,322.0
2021-08-29 12:45:00,327.0
2021-08-29 13:00:00,383.0
2021-08-29 13:15:00,391.0
2021-08-29 13:30:00,392.0
2021-08-29 13:45:00,403.0
2021-08-29 14:00:00,377.0
2021-08-29 14:15:00,101.01
2021-08-29 14:30:00,100.21
2021-08-29 14:45:00,103.93
2021-08-29 15:00:00,103.39
2021-08-29 15:15:00,142.73
2021-08-29 15:30:00,266.0
2021-08-29 15:45:00,230.0
2021-08-29 16:00:00,203.0
2021-08-29 16:15:00,190.0
2021-08-29 16:30:00,238.0
2021-08-29 16:45:00,172.0
2021-08-29 17:00:00,166.0
2021-08-29 17:15:00,147.81
2021-08-29 17:30:00,148.13
2021-08-29 17:45:00,136.96
2021-08-29 18:00:00,122.63
2021-08-29 18:15:00,346.0
2021-08-29 18:30:00,281.0
2021-08-29 18:45:00,186.0
2021-08-29 19:00:00,129.11
2021-08-29 19:15:00,142.06
2021-08-29 19:30:00,130.18
2021-08-29 19:45:00,114.95
2021-08-29 20:00:00,109.52
2021-08-29 20:15:00,103.62
2021-08-29 20:30:00,104.47
2021-08-29 20:45:00,105.04
2021-08-29 21:00:00,104.84
2021-08-29 21:15:00,104.25
2021-08-29 21:30:00,104.82
